student_id,age_at_enrollment,gender,marital_status,scholarship_holder,debtor,tuition_fees_up_to_date,curricular_units_sem1_enrolled,curricular_units_sem1_approved,curricular_units_sem2_enrolled,curricular_units_sem2_approved,gpa_sem1,gpa_sem2,family_income_inr,attendance_pct,failed_courses,dropout
STU05335,23.0,Female,Widowed,0.0,0.0,1.0,,0.0,0.0,0.0,17.29,8.36,177090.0,36.62,4.0,1.0
STU05336,26.0,Female,Married,0.0,0.0,1.0,2.0,0.0,4.0,1.0,12.21,13.06,873601.0,100.0,,1.0
STU05337,31.0,Female,Single,0.0,0.0,1.0,8.0,8.0,0.0,,3.14,10.46,247325.0,83.22,1.0,0.0
STU05338,,Female,Single,-1.559547605427782,0.0,1.0,0.0,0.0,9.0,6.0,37.834322779804964,13.65,101185.0,100.0,2.0,0.0
STU05339,29.0,Male,Widowed,0.0,1.0,1.0,5.0,4.0,9.0,7.0,10.78,12.05,119546.0,86.86,2.0,1.0
STU05340,18.0,Male,Single,0.0,0.0,1.0,2.0,0.0,3.0,1.0,13.36,14.72,134767.0,71.08,1.0,0.0
STU05341,19.0,Male,Single,0.0,0.0,0.0,1.0,0.0,6.0,6.0,10.4,2.28,462909.0,100.0,5.0,1.0
STU05342,27.0,Male,Widowed,1.0,0.0,1.0,4.0,1.0,9.0,9.0,11.85,9.17,411952.0,90.1,5.0,0.0
STU05343,-1.5321129769514101,Male,Single,0.0,0.0,1.0,6.0,3.0,8.0,5.0,12.27,5.52,195969.0,70.35,1.0,0.0
STU05344,-9.856727294062175,Male,Divorced,0.0,0.0,1.0,2.0,0.0,5.0,2.0,11.78,5.92,634321.0,39.49,3.0,0.0
STU05345,17.0,Male,Married,1.0,0.0,1.0,5.0,2.0,9.0,8.0,17.64,6.38,197082.0,78.6,0.0,0.0
STU05346,31.0,Female,Divorced,1.0,0.0,1.0,6.0,5.0,3.0,3.0,14.69,15.39,,75.1,3.0,0.0
STU05347,29.0,Female,Single,0.0,0.0,1.0,1.0,0.0,6.0,6.0,18.93,19.15,718360.0,100.0,3.0,0.0
STU05348,23.0,Female,Single,0.0,0.0,1.0,,0.0,2.0,0.0,8.87,18.24,52267.0,100.0,0.0,0.0
STU05349,32.0,Female,Single,1.0,,1.0,6.0,6.0,3.0,3.0,12.08,11.14,355226.0,94.29,1.0,0.0
STU05350,25.0,Male,Single,1.0,1.0,1.0,4.0,4.0,3.0,1.0,14.81,4.8,66412.0,100.0,2.0,0.0
STU05351,31.0,Male,Single,0.0,0.0,,6.0,4.0,1.0,0.0,15.44,13.31,712421.0,76.18,5.0,1.0
STU05352,18.0,Female,Divorced,0.0,0.0,1.0,1.0,1.0,9.0,6.0,10.71,16.04,300195.0,-34.49987165033349,3.0,1.0
STU05353,34.0,Female,Single,0.0,1.0,1.0,8.0,5.0,6.0,6.0,12.27,11.21,50000.0,69.36,5.0,1.0
STU05354,18.0,Female,Married,1.0,0.0,0.0,6.0,5.0,8.0,8.0,12.25,9.74,344037.0,74.88,4.0,
STU05355,19.0,Male,Married,0.0,0.0,1.0,2.0,0.0,1.0,1.0,15.11,14.39,664622.0,88.31,2.0,0.0
STU05356,34.0,Male,Married,0.0,1.0,1.0,4.0,4.0,3.0,1.0,3.07,13.96,201249.0,82.49,2.0,1.0
STU05357,18.0,Female,Married,-3.1870313709000584,-1.4871517513011558,1.0,1.0,0.0,,0.0,14.63,16.01,675247.0,86.09,0.0,0.0
STU05358,31.0,Female,Single,1.0,0.0,1.0,2.0,0.0,6.0,6.0,14.53,16.43,229319.0,47.52,0.0,0.0
STU05359,53.041091842818666,Male,Widowed,0.0,0.0,1.0,9.0,7.0,3.0,2.0,9.11,14.27,78807.0,81.43,0.0,0.0
STU05360,27.0,Female,Single,1.0,0.0,1.0,4.0,1.0,3.0,1.0,15.07,11.98,187128.0,69.67,2.0,0.0
STU05361,23.0,Male,Single,0.0,0.0,1.0,9.0,9.0,8.0,6.0,12.8,,50000.0,68.99,1.0,1.0
STU05362,34.0,Female,Widowed,1.0,0.0,1.0,7.0,5.0,0.0,0.0,9.27,12.9,801287.0,62.49,2.0,0.0
STU05363,20.0,Female,Married,0.0,0.0,1.0,7.0,4.0,4.0,4.0,17.91,,239230.0,59.24,0.0,0.0
STU05364,25.0,Female,Single,0.0,1.0,1.0,5.0,3.0,8.0,5.0,15.36,8.29,176236.0,93.15,5.0,1.0
STU05365,19.0,Female,Single,1.0,1.0,,1.0,0.0,3.0,2.0,35.45124524470037,18.8,743047.0,59.81,4.0,1.0
STU05366,21.0,Male,Divorced,0.0,0.0,1.0,5.0,5.0,8.0,7.0,9.44,8.0,154895.0,61.26,3.0,0.0
STU05367,17.0,Male,Single,0.0,0.0,1.0,9.0,7.0,,0.0,18.89,12.44,136526.0,82.48,1.0,0.0
STU05368,24.0,Female,Married,0.0,0.0,,7.0,7.0,3.0,2.0,10.38,10.31,122567.0,75.68,2.0,1.0
STU05369,26.0,Female,Single,,0.0,1.0,4.0,3.0,9.0,,13.8,5.71,69643.0,93.53,2.0,1.0
STU05370,18.0,Female,Single,1.0,1.0,-0.7951334876423586,0.0,-15.221306086602329,5.0,2.0,11.64,8.87,148081.0,45.35,,0.0
STU05371,26.0,Male,Divorced,1.0,0.0,1.0,6.0,3.0,3.0,1.0,13.28,10.45,184009.0,80.33,4.0,0.0
STU05372,33.0,Male,Single,0.0,0.0,1.0,6.0,4.0,3.0,1.0,9.94,3.7,657417.0,47.58,2.0,1.0
STU05373,,Male,Married,1.0,0.0,1.0,3.0,3.0,7.0,,13.92,12.84,50000.0,67.1,5.0,0.0
STU05374,34.0,Female,Single,1.0,0.0,1.0,6.0,5.0,,2.0,13.76,15.64,94925.0,100.0,5.0,1.0
STU05375,28.0,Male,Divorced,1.0,0.0,1.0,9.0,6.0,1.0,0.0,15.63,11.09,93300.0,100.0,4.0,0.0
STU05376,18.0,Male,Single,0.0,0.0,1.0,8.0,8.0,4.0,3.0,16.32,13.48,50000.0,88.99,5.0,0.0
STU05377,30.0,Male,Single,0.0,0.0,1.0,6.0,3.0,8.0,6.0,14.12,15.03,161515.0,65.71,4.0,0.0
STU05378,33.0,Female,Married,1.0,0.0,1.0,9.0,9.0,1.0,0.0,9.98,8.87,484488.0,61.72,0.0,0.0
STU05379,18.0,Female,Single,0.0,1.0,1.0,3.0,2.0,2.0,1.0,9.6,2.39,173330.0,71.71,3.0,1.0
STU05380,32.0,Male,Single,0.0,0.0,1.0,3.0,2.0,,0.0,19.71,20.0,,72.52,10.2924417979243,0.0
STU05381,21.0,Male,Single,0.0,0.0,0.0,,5.0,0.0,0.0,12.54,11.71,81379.0,185.63577824626066,4.0,1.0
STU05382,30.0,Female,Married,1.0,0.0,0.0,7.0,7.0,3.0,0.0,14.84,16.14,917730.0,100.0,1.0,1.0
STU05383,22.0,Male,Single,0.0,0.0,-1.0116554220761926,6.0,5.0,1.0,0.0,11.22,0.0,,61.2,3.0,0.0
STU05384,30.0,Male,Married,0.0,0.0,1.0,4.0,3.0,1.0,0.0,15.14,18.88,428900.0,52.85,4.0,0.0
STU05385,18.0,Female,Single,1.0,0.0,1.0,3.0,3.0,3.0,3.0,8.01,16.15,73923.0,71.86,1.0,0.0
STU05386,34.0,Male,Single,0.0,0.0,1.0,2.0,0.0,9.0,6.0,20.0,9.9,183379.0,100.0,0.0,0.0
STU05387,20.0,Male,Married,0.0,0.0,1.0,7.0,5.0,7.0,7.0,17.02,10.94,817851.0,53.46,2.0,0.0
STU05388,17.0,Female,Married,,0.0,1.0,5.0,3.0,3.0,3.0,18.07,4.29,168585.0,66.48,5.0,0.0
STU05389,21.0,Female,Single,0.0,0.0,1.0,1.0,,6.0,6.0,12.23,9.53,139311.0,54.04,1.0,0.0
STU05390,28.0,Female,Single,0.0,1.0,0.0,9.0,6.0,0.0,0.0,12.15,5.61,177530.0,67.44,0.0,1.0
STU05391,19.0,Female,Married,0.0,0.0,,4.0,4.0,5.0,5.0,15.49,0.73,362205.0,73.92,2.0,0.0
STU05392,22.0,Female,Single,0.0,0.0,1.0,8.0,8.0,9.0,7.0,8.28,8.5,324197.0,58.83,-9.189644626750322,0.0
STU05393,34.0,Male,Single,0.0,0.0,1.0,0.0,0.0,1.0,0.0,20.0,10.53,556812.0,33.49,3.0,0.0
STU05394,26.0,Female,Single,0.0,0.0,1.0,4.0,1.0,9.0,7.0,15.75,1.85,96674.0,100.0,3.0,0.0
STU05395,33.0,Female,Divorced,0.0,0.0,1.0,9.0,9.0,9.0,6.0,5.28,4.89,539594.0,99.46,5.0,1.0
STU05396,26.0,Female,Married,0.0,0.0,1.0,6.0,3.0,4.0,3.0,12.62,12.38,67094.0,70.01,5.0,1.0
STU05397,,Female,Single,1.0,0.0,1.0,8.0,7.0,8.0,6.0,11.51,7.48,50000.0,59.69,1.0,0.0
STU05398,28.0,Female,Married,0.0,0.0,1.0,5.0,22.73142590200753,3.0,3.0,8.89,11.0,50000.0,60.9,0.0,0.0
STU05399,17.0,Male,Single,1.0,1.0,1.0,8.0,7.0,8.0,8.0,8.13,11.34,401335.0,63.59,4.0,0.0
STU05400,24.0,Male,Single,0.0,0.0,-1.1078463542261792,2.0,1.0,23.043586414063835,1.0,17.74,14.03,550470.0,61.43,2.0,0.0
STU05401,17.0,Female,Married,0.0,0.0,1.0,0.0,0.0,5.0,3.0,4.98,7.03,524592.0,78.19,3.0,0.0
STU05402,28.0,Male,Married,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.45,8.09,663324.0,53.49,1.0,0.0
STU05403,19.0,Female,Single,0.0,1.0,1.0,2.0,0.0,2.0,0.0,10.52,10.92,640209.0,79.39,5.0,1.0
STU05404,27.0,Male,Single,0.0,1.0,1.0,3.0,2.0,3.0,1.0,14.25,13.4,390446.0,86.99,2.0,1.0
STU05405,27.0,Male,Single,1.0,0.0,1.0,-9.173122010329788,5.0,7.0,4.0,9.54,8.02,50000.0,70.34,3.0,0.0
STU05406,24.0,Female,Divorced,0.0,0.0,1.0,8.0,5.0,4.0,1.0,12.46,16.6,,100.0,0.0,0.0
STU05407,23.0,Male,Married,0.0,0.0,1.0,0.0,0.0,9.0,8.0,19.9,12.92,111643.0,58.32,2.0,0.0
STU05408,-2.1804442907492714,Male,Married,1.0,0.0,1.0,4.0,1.0,8.0,8.0,12.85,14.29,50000.0,53.91,5.0,0.0
STU05409,17.0,Female,Single,1.0,0.0,1.0,7.0,6.0,1.0,0.0,16.17,,241574.0,67.25,3.0,0.0
STU05410,18.0,Female,Married,0.0,0.0,1.0,5.0,4.0,9.0,7.0,5.25,20.0,275500.0,100.0,2.0,
STU05411,32.0,Female,Single,0.0,-1.6211553712796851,1.0,7.0,6.0,3.0,0.0,16.01,16.4,50000.0,68.52,2.0,0.0
STU05412,32.0,Male,Married,1.0,1.0,0.0,9.0,6.0,2.0,0.0,,14.64,316864.0,-51.02114682509489,0.0,1.0
STU05413,19.0,Male,Single,0.0,0.0,1.0,0.0,0.0,7.0,6.0,10.85,10.22,317108.0,58.26,5.0,0.0
STU05414,21.0,Male,Single,1.0,0.0,1.0,2.0,0.0,9.0,7.0,14.73,11.63,104300.0,68.32,2.0,0.0
STU05415,34.0,Male,Single,0.0,0.0,1.0,0.0,0.0,3.0,3.0,12.98,12.08,198370.0,,0.0,0.0
STU05416,19.0,Female,Single,0.0,0.0,1.0,0.0,0.0,9.0,7.0,5.85,13.82,122803.0,70.62,4.0,0.0
STU05417,24.0,Female,Married,0.0,1.0,1.0,2.0,0.0,1.0,,16.81,10.38,759266.0,56.73,1.0,1.0
STU05418,20.0,Male,Single,1.0,,1.0,3.0,3.0,0.0,0.0,7.58,15.21,50000.0,89.65,0.0,0.0
STU05419,17.0,Female,Single,0.0,0.0,1.0,8.0,8.0,9.0,7.0,8.75,42.47666475230951,111927.0,83.22,3.0,0.0
STU05420,21.0,Female,Widowed,0.0,0.0,1.0,6.0,6.0,7.0,5.0,8.36,18.03,232654.0,72.89,0.0,0.0
STU05421,24.0,Male,Single,0.0,0.0,1.0,5.0,5.0,3.0,2.0,14.17,13.38,480149.0,81.15,5.0,0.0
STU05422,32.0,Male,Single,0.0,0.0,1.0,5.0,,3.0,3.0,17.31,15.83,287394.0,80.11,4.0,0.0
STU05423,18.0,Male,Widowed,0.0,0.0,1.0,8.0,6.0,9.0,9.0,12.18,9.17,,34.66,2.0,0.0
STU05424,29.0,Male,Married,1.0,0.0,1.0,4.0,3.0,8.0,5.0,10.38,11.35,50000.0,60.68,,0.0
STU05425,29.0,Female,Single,0.0,1.0,1.0,8.0,5.0,7.0,4.0,4.77,15.24,333729.0,85.17,4.0,1.0
STU05426,,Female,Married,0.0,0.0,1.0,1.0,0.0,3.0,3.0,8.03,10.96,65515.0,53.13,,0.0
STU05427,27.0,Male,Single,0.0,0.0,1.0,9.0,8.0,2.0,2.0,3.74,17.28,50000.0,71.12,5.0,1.0
STU05428,22.0,Male,Single,,0.0,1.0,3.0,2.0,5.0,5.0,11.37,12.88,50000.0,100.0,2.0,0.0
STU05429,30.0,Male,Single,0.0,1.0,1.0,4.0,2.0,2.0,0.0,4.5,12.95,50000.0,82.08,5.0,1.0
STU05430,30.0,Female,Single,1.0,0.0,1.0,5.0,5.0,3.0,2.0,10.53,14.92,2345506.427315604,100.0,4.0,0.0
STU05431,-6.4449174309625405,Female,Widowed,0.0,1.0,1.0,5.0,5.0,6.0,6.0,15.4,8.79,144136.0,60.36,5.0,1.0
STU05432,34.0,Male,Single,1.0,0.0,1.0,6.0,4.0,0.0,0.0,11.37,13.57,68167.0,87.11,3.0,0.0
STU05433,,Male,Single,0.0,0.0,1.0,4.0,3.0,8.0,5.0,13.35,16.37,50000.0,96.57,1.0,0.0
STU05434,25.0,Female,Married,1.0,0.0,1.0,2.0,0.0,7.0,6.0,14.71,17.09,125250.0,100.0,5.0,0.0
STU05435,31.0,Female,Single,1.0,0.0,0.0,6.0,5.0,0.0,0.0,17.39,17.86,50000.0,33.36,,
STU05436,34.0,Male,Single,0.0,-1.6248252235051406,1.0,9.0,6.0,5.0,3.0,14.1,16.36,617699.0,100.0,4.0,1.0
STU05437,30.0,Female,Married,0.0,3.214622675890614,0.0,3.0,0.0,-17.924024883979165,4.0,13.15,10.51,1119950.0,43.54,2.0,1.0
STU05438,31.0,Female,Single,0.0,0.0,1.0,9.0,9.0,7.0,6.0,10.27,11.12,203037.0,81.76,2.0,0.0
STU05439,19.0,Male,Single,0.0,0.0,1.0,3.0,0.0,9.0,8.0,14.09,13.54,334750.0,86.77,5.0,1.0
STU05440,34.0,Male,Single,0.0,0.0,1.0,2.0,0.0,3.0,3.0,14.27,17.18,,67.91,4.0,0.0
STU05441,26.0,Male,Married,1.0,0.0,,4.0,4.0,2.0,2.0,19.11,3.54,213260.0,60.45,1.0,0.0
STU05442,22.0,Female,Single,0.0,0.0,1.0,5.0,2.0,2.0,2.0,14.82,10.42,346146.0,100.0,1.0,0.0
STU05443,32.0,Female,Single,-3.1268144376782745,0.0,1.0,5.0,4.0,8.0,5.0,16.9,10.5,50000.0,,0.0,0.0
STU05444,33.0,Female,Single,0.0,1.0,0.0,0.0,0.0,2.0,0.0,10.53,11.33,56200.0,80.87,2.0,1.0
STU05445,33.0,Male,Married,1.0,0.0,1.0,5.0,2.0,6.0,5.0,8.68,6.95,714724.0,48.99,0.0,0.0
STU05446,29.0,Female,Married,1.0,0.0,1.0,5.0,5.0,4.0,2.0,12.05,,237667.0,20.72,3.0,0.0
STU05447,24.0,Female,Single,1.0,0.0,1.0,9.0,8.0,3.0,1.0,7.25,9.84,50000.0,48.97,3.0,0.0
STU05448,20.0,Female,Single,0.0,0.0,1.0,2.0,1.0,1.0,,13.21,15.96,214208.0,89.59,5.0,1.0
STU05449,,Female,Single,0.0,0.0,0.0,9.0,9.0,5.0,3.0,12.15,14.11,166548.0,87.82,2.0,1.0
STU05450,24.0,Female,Married,1.0,0.0,1.0,3.0,1.0,4.0,2.0,10.05,5.67,777594.0,65.56,0.0,0.0
STU05451,18.0,Female,Widowed,0.0,0.0,0.0,4.0,3.0,1.0,0.0,12.25,14.44,399333.0,56.9,1.0,0.0
STU05452,22.0,Male,Married,1.0,0.0,1.0,7.0,5.0,5.0,5.0,15.4,13.57,161839.0,61.35,1.0,0.0
STU05453,31.0,Male,Single,0.0,0.0,1.0,6.0,6.0,8.0,7.0,16.53,19.11,295140.0,62.44,4.0,0.0
STU05454,32.0,Female,Single,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.71,,626350.0,47.66,0.0,0.0
STU05455,33.0,Female,Single,0.0,0.0,1.0,3.0,0.0,9.0,6.0,11.14,0.0,270858.0,59.51,0.0,0.0
STU05456,27.0,Male,Single,0.0,0.0,1.0,7.0,6.0,6.0,6.0,12.72,9.19,50000.0,,1.0,1.0
STU05457,20.0,Male,Single,-2.633908029721816,0.0,1.0,0.0,0.0,0.0,0.0,10.5,6.93,295458.0,90.12,2.0,1.0
STU05458,27.0,Female,Divorced,1.0,0.0,-0.9689648861876536,7.0,6.0,1.0,0.0,8.88,15.69,390584.0,71.18,3.0,0.0
STU05459,25.0,Male,Single,0.0,0.0,1.0,8.0,-17.2728308852308,0.0,0.0,11.91,6.72,2035334.0,100.0,1.0,0.0
STU05460,17.0,Male,Divorced,1.0,0.0,1.0,7.0,6.0,7.0,4.0,33.95987863018728,16.12,381671.0,72.96,1.0,0.0
STU05461,25.0,Female,Married,1.0,-2.8094769863705555,1.0,9.0,6.0,6.0,5.0,7.79,5.06,276937.0,91.88,0.0,0.0
STU05462,24.0,Male,Single,0.0,0.0,1.0,3.0,2.0,2.0,,9.1,14.23,80306.0,100.0,1.0,0.0
STU05463,17.0,Female,Single,0.0,1.0,1.0,5.0,5.0,8.0,6.0,10.25,15.51,274727.0,55.45,-8.539980959584305,1.0
STU05464,34.0,Female,Single,0.0,,1.0,8.0,,2.0,2.0,7.34,14.59,107866.0,60.27,5.0,0.0
STU05465,34.0,Male,Single,0.0,0.0,-1.6208646793176622,3.0,1.0,4.0,3.0,10.24,10.65,579669.0,66.24,1.0,0.0
STU05466,26.0,Female,Single,0.0,0.0,1.0,8.0,6.0,,3.0,13.57,14.12,306908.0,94.04,2.0,0.0
STU05467,22.0,Male,Single,0.0,3.4275628829918587,1.0,8.0,8.0,4.0,1.0,10.7,10.82,50000.0,86.33,1.0,0.0
STU05468,30.0,Female,Single,1.0,1.0,1.0,3.0,1.0,0.0,0.0,8.42,9.56,171771.0,63.84,1.0,1.0
STU05469,34.0,Male,Single,0.0,0.0,,1.0,0.0,0.0,0.0,16.6,12.92,50000.0,100.0,1.0,0.0
STU05470,25.0,Female,Single,1.0,0.0,0.0,6.0,4.0,3.0,2.0,13.6,9.55,77305.0,94.55,1.0,0.0
STU05471,34.0,Male,Single,,0.0,1.0,3.0,3.0,,2.0,8.81,11.71,460350.0,80.76,5.0,1.0
STU05472,63.083504257803575,Male,Single,0.0,1.0,1.0,7.0,6.0,8.0,8.0,17.59,8.95,63454.0,98.49,5.0,1.0
STU05473,,Female,Married,0.0,0.0,1.0,6.0,4.0,0.0,0.0,17.32,11.43,1115154.0,88.94,4.0,1.0
STU05474,30.0,Female,Married,0.0,0.0,1.0,6.0,3.0,0.0,0.0,,16.38,202983.0,59.96,0.0,0.0
STU05475,32.0,Male,Married,1.0,0.0,1.0,9.0,,2.0,1.0,20.0,10.46,211457.0,,5.0,0.0
STU05476,21.0,Female,Single,0.0,1.0,3.222779600202696,3.0,2.0,3.0,1.0,14.14,8.88,207719.0,64.2,0.0,0.0
STU05477,27.0,Female,Married,1.0,0.0,1.0,9.0,6.0,9.0,8.0,7.54,14.89,375032.0,85.43,1.0,0.0
STU05478,27.0,Female,Single,0.0,0.0,1.0,7.0,4.0,6.0,5.0,8.87,12.3,770972.0,80.41,2.0,1.0
STU05479,22.0,Male,Married,0.0,0.0,1.0,1.0,0.0,3.0,0.0,10.52,17.38,343301.0,56.51,4.0,1.0
STU05480,19.0,Female,Single,0.0,0.0,1.0,3.0,2.0,9.0,8.0,20.0,12.37,240495.0,100.0,1.0,0.0
STU05481,28.0,Male,Single,1.0,0.0,1.0,9.0,6.0,1.0,1.0,7.84,12.15,50000.0,97.94,4.0,0.0
STU05482,28.0,Male,Single,0.0,0.0,0.0,5.0,3.0,7.0,4.0,15.82,11.33,50000.0,45.03,3.0,1.0
STU05483,28.0,Female,Married,0.0,0.0,1.0,0.0,0.0,2.0,0.0,5.83,10.39,549692.0,92.75,1.0,1.0
STU05484,19.0,Female,Married,1.0,0.0,1.0,1.0,0.0,9.0,8.0,15.63,11.22,50000.0,68.13,0.0,
STU05485,18.0,Female,Single,,1.0,1.0,22.938315703250456,6.0,4.0,3.0,14.25,17.35,656538.0,95.06,2.0,1.0
STU05486,25.0,Male,Single,1.0,1.0,1.0,0.0,0.0,3.0,1.0,5.28,10.43,424582.0,70.17,4.0,1.0
STU05487,24.0,Male,Single,0.0,0.0,0.0,4.0,4.0,1.0,0.0,12.63,11.33,185075.0,76.76,4.0,1.0
STU05488,26.0,Male,Single,1.0,0.0,1.0,2.0,2.0,3.0,2.0,11.56,13.34,406809.0,80.02,0.0,0.0
STU05489,19.0,Female,Single,1.0,0.0,1.0,7.0,4.0,7.0,4.0,14.58,17.42,461374.0,61.89,5.0,0.0
STU05490,18.0,Female,Single,1.0,1.0,0.0,7.0,5.0,0.0,0.0,15.22,11.95,258862.0,65.86,5.0,1.0
STU05491,33.0,Female,Married,1.0,1.0,1.0,1.0,0.0,4.0,2.0,9.27,8.54,402664.0,63.02,5.0,
STU05492,23.0,Male,Married,0.0,0.0,1.0,3.0,2.0,5.0,2.0,14.11,10.33,97409.0,84.94,5.0,0.0
STU05493,18.0,Female,Single,0.0,0.0,1.0,4.0,4.0,4.0,4.0,12.46,9.64,50000.0,44.68,2.0,0.0
STU05494,32.0,Male,Married,0.0,-1.576119297174911,1.0,,5.0,8.0,7.0,12.21,10.53,124987.0,,5.0,1.0
STU05495,21.0,Male,Married,0.0,0.0,1.0,5.0,4.0,7.0,6.0,15.95,10.77,787694.0,67.82,4.0,0.0
STU05496,33.0,Female,Single,1.0,0.0,1.0,8.0,5.0,1.0,0.0,5.7,13.4,1678780.6361431773,55.67,3.0,0.0
STU05497,27.0,Male,Single,,0.0,1.0,6.0,3.0,6.0,5.0,10.51,15.45,406269.0,70.12,3.0,1.0
STU05498,31.0,Female,Single,0.0,1.0,1.0,4.0,4.0,1.0,0.0,5.33,15.87,50000.0,160.32019484754045,3.0,1.0
STU05499,22.0,Male,Single,0.0,0.0,1.0,9.0,7.0,2.0,0.0,13.63,16.29,164112.0,47.27,5.0,1.0
STU05500,22.0,Male,Married,0.0,1.0,1.0,0.0,0.0,9.0,6.0,17.45,20.0,119799.0,67.95,4.0,1.0
STU05501,27.0,Male,Married,1.0,1.0,1.0,6.0,6.0,0.0,0.0,16.3,10.26,803159.0,63.51,0.0,0.0
STU05502,24.0,Male,Single,1.0,0.0,1.0,9.0,9.0,2.0,1.0,10.7,7.07,125097.0,99.68,-9.906675694504216,0.0
STU05503,32.0,Male,Married,0.0,0.0,2.947416760977087,0.0,0.0,2.0,0.0,8.49,14.6,432315.0,75.21,5.0,0.0
STU05504,33.0,Male,Single,,0.0,1.0,8.0,8.0,7.0,6.0,14.4,5.53,574446.0,49.71,3.0,0.0
STU05505,26.0,Female,Single,0.0,1.0,1.0,8.0,8.0,7.0,7.0,12.08,8.73,464704.0,67.08,0.0,1.0
STU05506,20.0,Male,Single,0.0,0.0,0.0,23.502447894162742,4.0,3.0,1.0,17.54,4.5,644887.0,69.15,3.0,1.0
STU05507,,Female,Married,1.0,0.0,1.0,2.0,0.0,4.0,,12.96,17.82,556927.0,77.94,4.0,0.0
STU05508,19.0,Male,Single,1.0,0.0,1.0,4.0,4.0,5.0,3.0,20.0,12.32,288096.0,98.48,-11.050750647464806,0.0
STU05509,20.0,Female,Single,0.0,0.0,1.0,4.0,4.0,9.0,6.0,15.57,11.79,126719.0,62.16,3.0,1.0
STU05510,20.0,Female,Single,1.0,0.0,1.0,0.0,0.0,7.0,5.0,5.44,12.76,471161.0,62.22,0.0,0.0
STU05511,28.0,Male,Single,-2.2408320058646813,0.0,1.0,9.0,9.0,2.0,2.0,7.45,8.89,141031.0,73.46,0.0,
STU05512,32.0,Male,Single,3.989905516404195,0.0,0.0,8.0,8.0,4.0,4.0,7.77,,995336.0,100.0,5.0,1.0
STU05513,28.0,Male,Married,1.0,0.0,1.0,1.0,0.0,6.0,3.0,,10.68,376818.0,67.62,0.0,0.0
STU05514,29.0,Female,Married,0.0,1.0,1.0,3.0,2.0,7.0,5.0,15.56,11.14,506818.0,81.92,4.0,1.0
STU05515,27.0,Female,Married,1.0,0.0,1.0,1.0,0.0,9.0,6.0,14.87,6.1,435599.0,54.68,5.0,0.0
STU05516,24.0,Female,Married,0.0,0.0,1.0,7.0,7.0,5.0,4.0,12.99,9.53,1490522.6194350861,100.0,5.0,0.0
STU05517,29.0,Male,Single,0.0,1.0,1.0,1.0,1.0,-7.079511240967754,3.0,16.52,18.37,110376.0,214.43353896506437,4.0,1.0
STU05518,25.0,Male,Single,1.0,0.0,,6.0,4.0,8.0,6.0,8.74,10.17,117753.0,64.0,0.0,0.0
STU05519,23.0,Female,Single,1.0,0.0,1.0,4.0,2.0,9.0,6.0,11.8,16.86,50000.0,82.49,4.0,0.0
STU05520,30.0,Female,Widowed,1.0,0.0,0.0,2.0,1.0,3.0,1.0,13.47,14.12,414687.0,74.42,5.0,1.0
STU05521,23.0,Female,Single,1.0,0.0,1.0,6.0,3.0,0.0,0.0,14.87,19.94,,52.51,5.0,0.0
STU05522,32.0,Female,Single,0.0,1.0,1.0,2.0,0.0,9.0,6.0,3.09,11.83,50000.0,80.3,1.0,1.0
STU05523,30.0,Male,Single,0.0,1.0,1.0,7.0,7.0,4.0,3.0,8.47,10.24,50000.0,93.56,5.0,1.0
STU05524,33.0,Female,Single,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.02,13.48,241176.0,33.2,1.0,1.0
STU05525,17.0,Female,Single,0.0,1.0,1.0,8.0,6.0,1.0,0.0,6.07,10.53,436527.0,84.31,2.0,1.0
STU05526,,Male,Widowed,0.0,0.0,1.0,0.0,0.0,6.0,6.0,7.98,13.93,50000.0,45.78,2.0,0.0
STU05527,20.0,Female,Single,0.0,0.0,1.0,7.0,6.0,8.0,5.0,17.15,5.43,57064.0,67.83,0.0,0.0
STU05528,25.0,Male,Single,0.0,0.0,1.0,4.0,3.0,5.0,3.0,9.19,11.61,799073.0,74.73,1.0,0.0
STU05529,23.0,Male,Divorced,1.0,0.0,0.0,7.0,6.0,2.0,1.0,9.43,7.72,108673.0,76.0,3.0,0.0
STU05530,33.0,Male,Single,0.0,0.0,1.0,9.0,8.0,9.0,6.0,7.28,13.76,276685.0,93.56,,0.0
STU05531,17.0,Male,Single,1.0,0.0,1.0,6.0,4.0,7.0,6.0,15.24,13.4,50000.0,63.55,0.0,0.0
STU05532,34.0,Female,Married,1.0,0.0,0.0,6.0,5.0,8.0,8.0,6.82,7.43,264149.0,82.37,5.0,1.0
STU05533,19.0,Female,Widowed,1.0,0.0,1.0,0.0,0.0,5.0,4.0,6.62,14.54,,34.65,11.0730883377536,0.0
STU05534,31.0,Female,Married,0.0,0.0,1.0,3.0,0.0,7.0,6.0,12.96,20.0,225688.0,78.37,0.0,0.0
STU05535,,Male,Single,1.0,0.0,1.0,4.0,1.0,3.0,0.0,9.56,12.01,1419692.0,79.73,5.0,0.0
STU05536,22.0,Male,Single,0.0,,1.0,6.0,4.0,1.0,0.0,14.72,11.17,108245.0,86.77,1.0,0.0
STU05537,22.0,Male,Single,0.0,0.0,,7.0,6.0,8.0,7.0,19.28,10.13,59520.0,100.0,0.0,0.0
